time,hand_accelerometer_x,hand_accelerometer_y,hand_accelerometer_z,hand_gyroscope_x,hand_gyroscope_y,hand_gyroscope_z,hand_magnetometer_x,hand_magnetometer_y,hand_magnetometer_z,ankle_accelerometer_x,ankle_accelerometer_y,ankle_accelerometer_z,ankle_gyroscope_x,ankle_gyroscope_y,ankle_gyroscope_z,ankle_magnetometer_x,ankle_magnetometer_y,ankle_magnetometer_z,chest_accelerometer_x,chest_accelerometer_y,chest_accelerometer_z,chest_gyroscope_x,chest_gyroscope_y,chest_gyroscope_z,chest_magnetometer_x,chest_magnetometer_y,chest_magnetometer_z
00:40.613,0.6953125,1.859375,0.33837890625,23.90289306640625,-161.32354736328125,-80.0628662109375,-40.93333333333333,-7.946764346764346,-34.78583638583638,0.197265625,-1.89404296875,0.54736328125,-6.8817138671875,90.3778076171875,-24.4598388671875,37.934554334554335,-74.06984126984126,79.76752136752137,0.103515625,1.79736328125,-0.7744140625,4.57000732421875,-170.98236083984375,27.9693603515625,-52.02881562881563,31.487179487179485,-4.947985347985348
00:41.442,0.3759765625,1.60888671875,0.43017578125,17.547607421875,-26.1077880859375,-54.0008544921875,-40.63345543345543,13.494505494505495,-32.08693528693529,-0.32666015625,-1.845703125,0.77392578125,2.51007080078125,78.5675048828125,-37.0635986328125,48.73015873015873,-79.31770451770451,52.928449328449325,-0.13232421875,2.5947265625,-0.47119140625,36.49139404296875,-54.931640625,-126.93023681640625,-63.57411477411477,23.84029304029304,28.93821733821734
00:42.368,0.3759765625,1.60888671875,0.43017578125,16.19720458984375,107.84912109375,54.20684814453125,-34.036141636141636,8.996336996336996,-11.845177045177044,-0.341796875,-2.15185546875,0.52392578125,3.48663330078125,-51.99432373046875,48.03466796875,49.479853479853475,-91.31282051282051,55.47741147741147,-0.1455078125,1.9951171875,-0.423828125,-17.95196533203125,-14.495849609375,-31.62384033203125,-50.829304029304026,32.686691086691084,33.58632478632479
00:43.295,0.6083984375,2.05908203125,0.3974609375,16.19720458984375,107.84912109375,54.20684814453125,-33.73626373626374,11.095482295482295,-10.195848595848595,0.0517578125,-1.78466796875,0.71630859375,-7.1563720703125,-41.77093505859375,34.66796875,49.479853479853475,-93.86178266178266,64.62368742368741,0.3330078125,1.75390625,-0.82470703125,19.989013671875,42.56439208984375,-54.5806884765625,-47.53064713064713,37.03492063492063,61.17509157509157
00:44.124,0.3017578125,2.03955078125,0.50390625,-73.95172119140625,-2.78472900390625,100.2960205078125,-33.73626373626374,11.095482295482295,-10.195848595848595,-0.09228515625,-1.6201171875,0.4169921875,2.40325927734375,-10.7269287109375,3.143310546875,54.727716727716725,-91.6126984126984,68.22222222222221,-1.0703125,2.66845703125,-0.68017578125,-133.85009765625,249.99237060546875,112.29705810546875,-73.32014652014652,43.03247863247863,18.142612942612942
00:45.098,0.60498046875,1.42919921875,0.794921875,-9.45281982421875,59.14306640625,28.38897705078125,-45.13162393162393,19.19218559218559,-24.88986568986569,-0.09228515625,-1.6201171875,0.4169921875,-27.54974365234375,-122.6806640625,52.51312255859375,65.67326007326007,-90.11330891330891,88.3140415140415,-1.0703125,2.66845703125,-0.68017578125,-26.4892578125,0.5340576171875,-8.76617431640625,-60.125518925518925,68.22222222222221,24.589987789987788
00:45.976,0.70751953125,1.93310546875,0.34228515625,-0.6561279296875,57.94525146484375,136.962890625,-56.07716727716728,21.29133089133089,-33.13650793650793,-0.5166015625,-1.84130859375,0.5224609375,-27.54974365234375,-122.6806640625,52.51312255859375,68.82197802197803,-79.01782661782661,99.55946275946276,-0.34912109375,2.04638671875,-0.251953125,-26.4892578125,0.5340576171875,-8.76617431640625,-91.46275946275946,47.230769230769226,-51.87887667887668
00:46.805,0.35205078125,2.3623046875,0.96337890625,-60.821533203125,112.95318603515625,111.9537353515625,-55.77728937728938,-19.941880341880342,-16.49328449328449,-0.0302734375,-1.78564453125,0.7080078125,-11.10076904296875,-65.94085693359375,44.31915283203125,68.82197802197803,-79.01782661782661,99.55946275946276,0.52880859375,2.07861328125,-0.439453125,16.9830322265625,-1.36566162109375,-43.731689453125,-91.46275946275946,47.230769230769226,-51.87887667887668
00:47.633,0.47705078125,1.85205078125,0.85205078125,-7.3394775390625,-33.966064453125,18.16558837890625,-53.078388278388275,-6.597313797313797,-18.59242979242979,-0.12841796875,-1.7470703125,0.57177734375,-1.28936767578125,10.1470947265625,4.29534912109375,56.826862026862024,-79.31770451770451,95.810989010989,-1.82763671875,2.857421875,-0.29833984375,24.8260498046875,-160.400390625,220.39031982421875,-74.96947496947497,-7.796825396825397,-49.179975579975576
00:48.511,0.509765625,2.06396484375,0.72998046875,60.3790283203125,-73.20404052734375,-140.73944091796875,-49.030036630036626,-4.648107448107448,-29.088156288156288,-0.49755859375,-2.08544921875,0.875,23.96392822265625,57.68585205078125,-32.38677978515625,45.88131868131868,-80.66715506715506,87.41440781440781,0.13427734375,0.55029296875,-0.16015625,23.9715576171875,-82.48138427734375,98.1292724609375,-41.683028083028084,2.6989010989010986,-22.94065934065934
00:49.340,0.509765625,2.06396484375,0.72998046875,-70.44219970703125,-70.9075927734375,49.9267578125,-28.488400488400487,-13.794383394383393,-9.146275946275946,-0.2275390625,-1.6201171875,0.599609375,14.16778564453125,83.892822265625,-53.00140380859375,39.733821733821735,-73.02026862026862,81.41684981684982,-0.07177734375,2.060546875,-0.52685546875,-24.02496337890625,-29.510498046875,-22.796630859375,-48.28034188034188,28.03858363858364,-23.99023199023199
00:50.169,0.2958984375,1.78076171875,0.5029296875,-70.44219970703125,-70.9075927734375,49.9267578125,-28.488400488400487,-13.794383394383393,-9.146275946275946,0.06201171875,-1.7763671875,0.7158203125,7.63702392578125,78.20892333984375,-8.87298583984375,36.73504273504273,-74.66959706959706,80.51721611721611,-0.3515625,2.08056640625,-0.1796875,22.4456787109375,72.62420654296875,-68.66455078125,-37.634676434676436,31.787057387057384,10.345787545787545
00:50.998,0.51025390625,1.84423828125,0.8935546875,63.5833740234375,-72.01385498046875,-88.2110595703125,-19.64200244200244,-20.24175824175824,-4.648107448107448,0.06201171875,-1.7763671875,0.7158203125,7.63702392578125,78.20892333984375,-8.87298583984375,48.73015873015873,-87.26446886446887,53.37826617826617,-0.3515625,2.08056640625,-0.1796875,22.4456787109375,72.62420654296875,-68.66455078125,-45.58144078144078,24.14017094017094,43.18241758241758
