time,hand_accelerometer_x,hand_accelerometer_y,hand_accelerometer_z,hand_gyroscope_x,hand_gyroscope_y,hand_gyroscope_z,hand_magnetometer_x,hand_magnetometer_y,hand_magnetometer_z,ankle_accelerometer_x,ankle_accelerometer_y,ankle_accelerometer_z,ankle_gyroscope_x,ankle_gyroscope_y,ankle_gyroscope_z,ankle_magnetometer_x,ankle_magnetometer_y,ankle_magnetometer_z,chest_accelerometer_x,chest_accelerometer_y,chest_accelerometer_z,chest_gyroscope_x,chest_gyroscope_y,chest_gyroscope_z,chest_magnetometer_x,chest_magnetometer_y,chest_magnetometer_z
11:19.371,1.60888671875,-0.208984375,1.27001953125,1.007080078125,-7.110595703125,-1.220703125,-14.544078144078144,-19.34212454212454,30.887423687423688,-1.7783203125,-0.56787109375,0.560546875,-2.84576416015625,-2.3040771484375,0.823974609375,36.285225885225884,-68.07228327228327,88.6139194139194,0.15869140625,2.04931640625,-0.16357421875,-1.09100341796875,0.92315673828125,1.739501953125,-62.37460317460317,24.739926739926737,40.93333333333333
11:20.151,1.7412109375,-0.203125,1.10400390625,-5.6304931640625,25.04730224609375,-0.70953369140625,-8.846398046398047,-8.546520146520146,44.53186813186813,-1.763671875,-0.5576171875,0.62548828125,-3.5858154296875,1.53350830078125,0.11444091796875,36.285225885225884,-68.07228327228327,88.6139194139194,0.16064453125,2.037109375,-0.16064453125,-1.068115234375,0.78582763671875,1.312255859375,-62.37460317460317,24.739926739926737,40.93333333333333
11:20.930,1.78466796875,-0.18701171875,1.08642578125,-0.1678466796875,-8.18634033203125,0.38909912109375,-8.696459096459096,-13.044688644688645,43.78217338217338,-1.77587890625,-0.59423828125,0.60205078125,-3.45611572265625,-1.01470947265625,1.28173828125,38.53431013431013,-67.02271062271062,89.36361416361416,0.16357421875,2.0400390625,-0.15771484375,-0.80108642578125,1.02996826171875,1.861572265625,-62.37460317460317,25.78949938949939,41.683028083028084
11:21.711,1.78466796875,-0.18701171875,1.08642578125,-2.73895263671875,12.22991943359375,0.6866455078125,-10.195848595848595,-13.794383394383393,42.43272283272283,-1.77197265625,-0.57861328125,0.626953125,-2.4871826171875,0.2593994140625,0.640869140625,35.985347985347985,-68.52210012210011,88.3140415140415,0.16259765625,2.04736328125,-0.15869140625,-0.98419189453125,0.762939453125,1.4801025390625,-62.82442002442002,25.93943833943834,40.48351648351648
11:22.491,1.75146484375,-0.20751953125,1.1015625,-2.73895263671875,12.22991943359375,0.6866455078125,-10.195848595848595,-13.794383394383393,42.43272283272283,-1.77197265625,-0.57861328125,0.626953125,-2.99835205078125,0.29754638671875,0.5035400390625,36.285225885225884,-68.52210012210011,88.6139194139194,0.162109375,2.04248046875,-0.1650390625,-0.93841552734375,0.92315673828125,1.54876708984375,-61.924786324786325,26.539194139194137,40.93333333333333
11:23.368,1.64501953125,-0.1884765625,1.22998046875,-1.9683837890625,1.861572265625,-2.2735595703125,-8.996336996336996,-14.544078144078144,42.73260073260073,-1.76953125,-0.58251953125,0.59521484375,-3.082275390625,0.030517578125,1.35040283203125,38.084493284493284,-68.07228327228327,89.06373626373626,0.162109375,2.04248046875,-0.1650390625,-0.823974609375,0.77056884765625,1.65557861328125,-62.52454212454212,25.93943833943834,40.78339438339438
11:24.197,1.6611328125,-0.1943359375,1.1708984375,-0.8544921875,0.823974609375,-0.25177001953125,-9.596092796092796,-9.296214896214895,43.63223443223443,-1.75927734375,-0.59521484375,0.60498046875,-3.082275390625,0.030517578125,1.35040283203125,38.084493284493284,-68.07228327228327,89.06373626373626,0.154296875,2.03955078125,-0.1630859375,-0.823974609375,0.77056884765625,1.65557861328125,-62.52454212454212,25.93943833943834,40.78339438339438
11:24.977,1.69287109375,-0.1806640625,1.18505859375,-4.55474853515625,12.27569580078125,0.98419189453125,-10.195848595848595,-9.895970695970696,44.38192918192918,-1.74365234375,-0.56787109375,0.6064453125,-2.84576416015625,0.1983642578125,1.44195556640625,38.83418803418803,-67.32258852258852,86.51477411477411,0.16650390625,2.0439453125,-0.16455078125,-0.732421875,1.0223388671875,1.74713134765625,-62.67448107448107,25.489621489621488,41.23321123321123
11:25.757,1.677734375,-0.22607421875,1.16455078125,-2.50244140625,-3.2958984375,0.518798828125,-8.546520146520146,-10.345787545787545,42.13284493284493,-1.76318359375,-0.57568359375,0.60693359375,-3.2196044921875,0.17547607421875,1.10626220703125,37.03492063492063,-66.57289377289376,90.11330891330891,0.15966796875,2.04443359375,-0.1572265625,-0.9307861328125,0.81634521484375,1.50299072265625,-62.52454212454212,26.689133089133087,41.08327228327228
11:26.537,1.677734375,-0.22607421875,1.16455078125,-2.50244140625,-3.2958984375,0.518798828125,-8.546520146520146,-10.345787545787545,42.13284493284493,-1.75,-0.59814453125,0.603515625,-1.89971923828125,0.32806396484375,1.3580322265625,36.73504273504273,-67.77240537240537,89.66349206349206,0.15966796875,2.04736328125,-0.1630859375,-1.12152099609375,0.81634521484375,1.54876708984375,-61.02515262515262,25.18974358974359,40.78339438339438
11:27.317,1.55810546875,-0.248046875,1.34619140625,-3.72314453125,23.01788330078125,1.6326904296875,-9.446153846153846,-11.995115995115995,43.03247863247863,-1.75,-0.59814453125,0.603515625,-1.89971923828125,0.32806396484375,1.3580322265625,37.634676434676436,-67.17264957264958,91.01294261294261,0.15966796875,2.04736328125,-0.1630859375,-1.12152099609375,0.81634521484375,1.54876708984375,-62.074725274725274,25.18974358974359,40.48351648351648
11:28.097,1.28662109375,-0.35302734375,1.50439453125,1.54876708984375,9.368896484375,-1.953125,-6.747252747252747,-6.897191697191697,45.58144078144078,-1.7705078125,-0.58203125,0.59375,-2.02178955078125,-0.762939453125,1.19781494140625,37.634676434676436,-67.17264957264958,91.01294261294261,0.16455078125,2.04443359375,-0.16650390625,-0.9613037109375,0.86212158203125,1.67083740234375,-62.074725274725274,25.18974358974359,40.48351648351648
11:28.926,1.83203125,-0.376953125,0.80224609375,-11.6119384765625,-46.68426513671875,-0.69427490234375,-2.6989010989010986,-3.7484737484737485,50.829304029304026,-1.75341796875,-0.5771484375,0.60400390625,-2.3345947265625,-0.22125244140625,1.86920166015625,36.135286935286935,-67.17264957264958,89.21367521367522,0.154296875,2.046875,-0.15283203125,-1.068115234375,0.64849853515625,1.8157958984375,-62.67448107448107,25.78949938949939,40.18363858363858
